source_file,year,election_type,prm_party,juris,state,office,dist,election_id
Minneapolis_20171107_Mayor,2017,general,NA,Minneapolis,MN,Mayor,At_Large,MN_2017_G_Minneapolis_At_Large_Mayor
Minneapolis_20171107_ParksBoardD1,2017,general,NA,Minneapolis,MN,Park Board,1,MN_2017_G_Minneapolis_01_ParkBoard
Minneapolis_20171107_ParksBoardD2,2017,general,NA,Minneapolis,MN,Park Board,2,MN_2017_G_Minneapolis_02_ParkBoard
Minneapolis_20171107_ParksBoardD3,2017,general,NA,Minneapolis,MN,Park Board,3,MN_2017_G_Minneapolis_03_ParkBoard
Minneapolis_20171107_ParksBoardD4,2017,general,NA,Minneapolis,MN,Park Board,4,MN_2017_G_Minneapolis_04_ParkBoard
Minneapolis_20171107_ParksBoardD5,2017,general,NA,Minneapolis,MN,Park Board,5,MN_2017_G_Minneapolis_05_ParkBoard
Minneapolis_20171107_ParksBoardD6,2017,general,NA,Minneapolis,MN,Park Board,6,MN_2017_G_Minneapolis_06_ParkBoard
Minneapolis_20200811_CityCouncilWard6_Special,2020,special,NA,Minneapolis,MN,City Council,At_Large,MN_2020_S_Minneapolis_At_Large_Council
Minneapolis_20211102_CityCouncilWard10,2021,general,NA,Minneapolis,MN,City Council,10,MN_2021_G_Minneapolis_10_Council
Minneapolis_20211102_CityCouncilWard11,2021,general,NA,Minneapolis,MN,City Council,11,MN_2021_G_Minneapolis_11_Council
Minneapolis_20211102_CityCouncilWard12,2021,general,NA,Minneapolis,MN,City Council,12,MN_2021_G_Minneapolis_12_Council
Minneapolis_20211102_CityCouncilWard13,2021,general,NA,Minneapolis,MN,City Council,13,MN_2021_G_Minneapolis_13_Council
Minneapolis_20211102_CityCouncilWard1,2021,general,NA,Minneapolis,MN,City Council,1,MN_2021_G_Minneapolis_01_Council
Minneapolis_20211102_CityCouncilWard2,2021,general,NA,Minneapolis,MN,City Council,2,MN_2021_G_Minneapolis_02_Council
Minneapolis_20211102_CityCouncilWard3,2021,general,NA,Minneapolis,MN,City Council,3,MN_2021_G_Minneapolis_03_Council
Minneapolis_20211102_CityCouncilWard4,2021,general,NA,Minneapolis,MN,City Council,4,MN_2021_G_Minneapolis_04_Council
Minneapolis_20211102_CityCouncilWard5,2021,general,NA,Minneapolis,MN,City Council,5,MN_2021_G_Minneapolis_05_Council
Minneapolis_20211102_CityCouncilWard6,2021,general,NA,Minneapolis,MN,City Council,6,MN_2021_G_Minneapolis_06_Council
Minneapolis_20211102_CityCouncilWard7,2021,general,NA,Minneapolis,MN,City Council,7,MN_2021_G_Minneapolis_07_Council
Minneapolis_20211102_CityCouncilWard8,2021,general,NA,Minneapolis,MN,City Council,8,MN_2021_G_Minneapolis_08_Council
Minneapolis_20211102_CityCouncilWard9,2021,general,NA,Minneapolis,MN,City Council,9,MN_2021_G_Minneapolis_09_Council
Minneapolis_20211102_Mayor,2021,general,NA,Minneapolis,MN,Mayor,At_Large,MN_2021_G_Minneapolis_At_Large_Mayor
Minneapolis_20211102_ParkBoardDistrict1,2021,general,NA,Minneapolis,MN,Park Board,1,MN_2021_G_Minneapolis_01_ParkBoard
Minneapolis_20211102_ParkBoardDistrict2,2021,general,NA,Minneapolis,MN,Park Board,2,MN_2021_G_Minneapolis_02_ParkBoard
Minneapolis_20211102_ParkBoardDistrict3,2021,general,NA,Minneapolis,MN,Park Board,3,MN_2021_G_Minneapolis_03_ParkBoard
Minneapolis_20211102_ParkBoardDistrict4,2021,general,NA,Minneapolis,MN,Park Board,4,MN_2021_G_Minneapolis_04_ParkBoard
Minneapolis_20211102_ParkBoardDistrict5,2021,general,NA,Minneapolis,MN,Park Board,5,MN_2021_G_Minneapolis_05_ParkBoard
Minneapolis_20211102_ParkBoardDistrict6,2021,general,NA,Minneapolis,MN,Park Board,6,MN_2021_G_Minneapolis_06_ParkBoard
Minneapolis_20231107_CityCouncilW10,2023,general,NA,Minneapolis,MN,City Council,10,MN_2023_G_Minneapolis_10_Council
Minneapolis_20231107_CityCouncilW11,2023,general,NA,Minneapolis,MN,City Council,11,MN_2023_G_Minneapolis_11_Council
Minneapolis_20231107_CityCouncilW12,2023,general,NA,Minneapolis,MN,City Council,12,MN_2023_G_Minneapolis_12_Council
Minneapolis_20231107_CityCouncilW13,2023,general,NA,Minneapolis,MN,City Council,13,MN_2023_G_Minneapolis_13_Council
Minneapolis_20231107_CityCouncilW1,2023,general,NA,Minneapolis,MN,City Council,1,MN_2023_G_Minneapolis_01_Council
Minneapolis_20231107_CityCouncilW2,2023,general,NA,Minneapolis,MN,City Council,2,MN_2023_G_Minneapolis_02_Council
Minneapolis_20231107_CityCouncilW3,2023,general,NA,Minneapolis,MN,City Council,3,MN_2023_G_Minneapolis_03_Council
Minneapolis_20231107_CityCouncilW4,2023,general,NA,Minneapolis,MN,City Council,4,MN_2023_G_Minneapolis_04_Council
Minneapolis_20231107_CityCouncilW5,2023,general,NA,Minneapolis,MN,City Council,5,MN_2023_G_Minneapolis_05_Council
Minneapolis_20231107_CityCouncilW6,2023,general,NA,Minneapolis,MN,City Council,6,MN_2023_G_Minneapolis_06_Council
Minneapolis_20231107_CityCouncilW7,2023,general,NA,Minneapolis,MN,City Council,7,MN_2023_G_Minneapolis_07_Council
Minneapolis_20231107_CityCouncilW8,2023,general,NA,Minneapolis,MN,City Council,8,MN_2023_G_Minneapolis_08_Council
Minneapolis_20231107_CityCouncilW9,2023,general,NA,Minneapolis,MN,City Council,9,MN_2023_G_Minneapolis_09_Council
Minnetonka_20211102_CityCouncilAtLargeSeatA,2021,general,NA,Minnetonka,MN,City Council,At_Large,MN_2021_G_Minnetonka_At_Large_Council
Minnetonka_20211102_CityCouncilAtLargeSeatB,2021,general,NA,Minnetonka,MN,City Council,At_Large,MN_2021_G_Minnetonka_At_Large_Council
Minnetonka_20211102_Mayor,2021,general,NA,Minnetonka,MN,Mayor,At_Large,MN_2021_G_Minnetonka_At_Large_Mayor
Minnetonka_20231107_CityCouncilWard1,2023,general,NA,Minnetonka,MN,City Council,1,MN_2023_G_Minnetonka_01_Council
Minnetonka_20231107_CityCouncilWard2,2023,general,NA,Minnetonka,MN,City Council,2,MN_2023_G_Minnetonka_02_Council
Minnetonka_20231107_CityCouncilWard3,2023,general,NA,Minnetonka,MN,City Council,3,MN_2023_G_Minnetonka_03_Council
Minnetonka_20231107_CityCouncilWard4,2023,general,NA,Minnetonka,MN,City Council,4,MN_2023_G_Minnetonka_04_Council
NewYorkCity_20210622_CON_CityCouncilD19,2021,primary,CON,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_CON
NewYorkCity_20210622_DEM_BoroughPresidentBronx,2021,primary,DEM,New York City,NY,U.S. President,At_Large,NY_2021_P_New_York_City_At_Large_US_President_DEM
NewYorkCity_20210622_DEM_BoroughPresidentKings,2021,primary,DEM,New York City,NY,U.S. President,At_Large,NY_2021_P_New_York_City_At_Large_US_President_DEM
NewYorkCity_20210622_DEM_BoroughPresidentNewYork,2021,primary,DEM,New York City,NY,U.S. President,At_Large,NY_2021_P_New_York_City_At_Large_US_President_DEM
NewYorkCity_20210622_DEM_BoroughPresidentQueens,2021,primary,DEM,New York City,NY,U.S. President,At_Large,NY_2021_P_New_York_City_At_Large_US_President_DEM
NewYorkCity_20210622_DEM_BoroughPresidentRichmond,2021,primary,DEM,New York City,NY,U.S. President,At_Large,NY_2021_P_New_York_City_At_Large_US_President_DEM
NewYorkCity_20210622_DEM_CityCouncilD10,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD11,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD12,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD13,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD14,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD15,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD16,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD17,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD18,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD19,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD1,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD20,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD21,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD22,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD23,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD24,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD25,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD26,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD27,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD28,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD29,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD2,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD30,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD31,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD32,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD33,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD34,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD35,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD36,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD37,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD38,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD39,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD3,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD40,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD41,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD42,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD45,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD46,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD47,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD48,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD49,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD5,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD6,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD7,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD8,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_CityCouncilD9,2021,primary,DEM,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20210622_DEM_Comptroller,2021,primary,DEM,New York City,NY,Comptroller,At_Large,NY_2021_P_New_York_City_At_Large_Comptroller_DEM
NewYorkCity_20210622_DEM_Mayor,2021,primary,DEM,New York City,NY,Mayor,At_Large,NY_2021_P_New_York_City_At_Large_Mayor_DEM
NewYorkCity_20210622_DEM_PublicAdvocateCitywide,2021,primary,DEM,New York City,NY,Public Advocate,At_Large,NY_2021_P_New_York_City_At_Large_PublicAdvocate_DEM
NewYorkCity_20210622_REP_BoroughPresidentRichmond,2021,primary,REP,New York City,NY,U.S. President,At_Large,NY_2021_P_New_York_City_At_Large_US_President_REP
NewYorkCity_20210622_REP_CityCouncilD15,2021,primary,REP,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20210622_REP_CityCouncilD19,2021,primary,REP,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20210622_REP_CityCouncilD23,2021,primary,REP,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20210622_REP_CityCouncilD24,2021,primary,REP,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20210622_REP_CityCouncilD32,2021,primary,REP,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20210622_REP_CityCouncilD50,2021,primary,REP,New York City,NY,City Council,Manhattan,NY_2021_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20210622_REP_Mayor,2021,primary,REP,New York City,NY,Mayor,At_Large,NY_2021_P_New_York_City_At_Large_Mayor_REP
NewYorkCity_20230627_CON_CityCouncilD13,2023,primary,CON,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_CON
NewYorkCity_20230627_DEM_CityCouncilD10,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD12,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD13,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD14,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD19,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD1,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD22,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD23,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD25,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD26,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD29,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD2,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD34,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD41,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD42,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD43,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_DEM_CityCouncilD9,2023,primary,DEM,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_DEM
NewYorkCity_20230627_REP_CityCouncilD13,2023,primary,REP,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20230627_REP_CityCouncilD20,2023,primary,REP,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20230627_REP_CityCouncilD43,2023,primary,REP,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20230627_REP_CityCouncilD44,2023,primary,REP,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20230627_REP_CityCouncilD47,2023,primary,REP,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20230627_REP_CityCouncilD48,2023,primary,REP,New York City,NY,City Council,Manhattan,NY_2023_P_New_York_City_Manhattan_Council_REP
NewYorkCity_20250325_DEMCityCouncilD44,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250429_DEMCityCouncilD51,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMBoroughPresidentBronx,2025,general,NA,New York City,NY,U.S. President,At_Large,NY_2025_G_New_York_City_At_Large_US_President
NewYorkCity_20250624_DEMBoroughPresidentKings,2025,general,NA,New York City,NY,U.S. President,At_Large,NY_2025_G_New_York_City_At_Large_US_President
NewYorkCity_20250624_DEMBoroughPresidentManhattan,2025,general,NA,New York City,NY,U.S. President,At_Large,NY_2025_G_New_York_City_At_Large_US_President
NewYorkCity_20250624_DEMCityCouncilD10,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD11,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD12,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD13,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD14,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD16,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD17,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD19,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD1,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD21,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD25,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD28,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD2,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD30,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD33,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD35,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD36,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD38,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD39,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD3,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD41,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD46,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD47,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD49,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD4,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD5,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD7,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMCityCouncilD8,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_DEMComptroller,2025,general,NA,New York City,NY,Comptroller,At_Large,NY_2025_G_New_York_City_At_Large_Comptroller
NewYorkCity_20250624_DEMMayorCitywide,2025,general,NA,New York City,NY,Mayor,At_Large,NY_2025_G_New_York_City_At_Large_Mayor
NewYorkCity_20250624_DEMPublicAdvocate,2025,general,NA,New York City,NY,Public Advocate,At_Large,NY_2025_G_New_York_City_At_Large_PublicAdvocate
NewYorkCity_20250624_REPCityCouncilD47,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_REPCityCouncilD48,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_REPCityCouncilD51,2025,general,NA,New York City,NY,City Council,Manhattan,NY_2025_G_New_York_City_Manhattan_Council
NewYorkCity_20250624_REPComptroller,2025,general,NA,New York City,NY,Comptroller,At_Large,NY_2025_G_New_York_City_At_Large_Comptroller
Oakland_20101102_CityAuditor,2010,general,NA,Oakland,CA,City Auditor,At_Large,CA_2010_G_Oakland_At_Large_CityAuditor
Oakland_20101102_CityCouncilDistrict2,2010,general,NA,Oakland,CA,City Council,2,CA_2010_G_Oakland_02_Council
Oakland_20101102_CityCouncilDistrict4,2010,general,NA,Oakland,CA,City Council,4,CA_2010_G_Oakland_04_Council
Oakland_20101102_CityCouncilDistrict6,2010,general,NA,Oakland,CA,City Council,6,CA_2010_G_Oakland_06_Council
Oakland_20101102_Mayor,2010,general,NA,Oakland,CA,Mayor,At_Large,CA_2010_G_Oakland_At_Large_Mayor
Oakland_20101102_SchoolDirectorDistrict2,2010,general,NA,Oakland,CA,School Board,2,CA_2010_G_Oakland_02_SchoolBoard
Oakland_20101102_SchoolDirectorDistrict4,2010,general,NA,Oakland,CA,School Board,4,CA_2010_G_Oakland_04_SchoolBoard
Oakland_20101102_SchoolDirectorDistrict6,2010,general,NA,Oakland,CA,School Board,6,CA_2010_G_Oakland_06_SchoolBoard
Oakland_20121106_CityAttorney,2012,general,NA,Oakland,CA,City Attorney,At_Large,CA_2012_G_Oakland_At_Large_CityAttorney
Oakland_20121106_CityCouncilAtLarge,2012,general,NA,Oakland,CA,City Council,At_Large,CA_2012_G_Oakland_At_Large_Council
Oakland_20121106_CityCouncilDistrict1,2012,general,NA,Oakland,CA,City Council,1,CA_2012_G_Oakland_01_Council
Oakland_20121106_CityCouncilDistrict3,2012,general,NA,Oakland,CA,City Council,3,CA_2012_G_Oakland_03_Council
Oakland_20121106_CityCouncilDistrict5,2012,general,NA,Oakland,CA,City Council,5,CA_2012_G_Oakland_05_Council
Oakland_20121106_CityCouncilDistrict7,2012,general,NA,Oakland,CA,City Council,7,CA_2012_G_Oakland_07_Council
Oakland_20121106_SchoolDirectorDistrict1,2012,general,NA,Oakland,CA,School Board,1,CA_2012_G_Oakland_01_SchoolBoard
